neighbourhood,minimum_nights,availability_365,calculated_host_listings_count,price
0.056338028169014086,0.0,0.1178082191780822,0.0,375
0.028169014084507043,0.005494505494505494,0.736986301369863,0.009202453987730062,399
0.16901408450704225,0.016483516483516484,0.0,0.0,490
0.056338028169014086,0.01098901098901099,0.18356164383561643,0.0,395
0.051643192488262914,0.0,0.0,0.0,400
0.1784037558685446,0.01098901098901099,0.9123287671232877,0.006134969325153375,400
0.24413145539906103,0.008241758241758242,0.0,0.0,499
0.13145539906103287,0.008241758241758242,0.9315068493150686,0.0,795
0.13145539906103287,0.0027472527472527475,0.0958904109589041,0.003067484662576687,888
0.004694835680751174,0.07417582417582418,0.7041095890410959,0.14723926380368096,714
0.004694835680751174,0.008241758241758242,0.6520547945205479,0.0,379
0.7464788732394366,0.0027472527472527475,1.0,0.012269938650306749,900
0.4694835680751174,0.0027472527472527475,0.4904109589041096,0.006134969325153375,500
0.03755868544600939,0.0,1.0,0.003067484662576687,900
0.03286384976525822,0.008241758241758242,0.0,0.0,400
0.03286384976525822,0.07967032967032968,1.0,0.05214723926380368,534
0.03286384976525822,0.005494505494505494,0.9123287671232877,0.0,379
0.1596244131455399,0.07967032967032968,0.726027397260274,0.0,400
0.03286384976525822,0.005494505494505494,0.8986301369863013,0.0,500
0.20187793427230047,0.0027472527472527475,0.904109589041096,1.0,404
0.0892018779342723,0.0,0.7863013698630137,0.0,450
0.004694835680751174,0.0,0.9205479452054794,0.03987730061349693,450
0.06572769953051644,0.01098901098901099,0.0,0.0,700
0.03286384976525822,0.0,0.0,0.0,425
0.004694835680751174,0.0027472527472527475,0.7205479452054795,0.0,750
0.6525821596244131,0.0,0.6602739726027397,0.0,399
0.056338028169014086,0.0027472527472527475,0.2191780821917808,0.0,385
0.47887323943661975,0.005494505494505494,0.18904109589041096,0.0,950
0.009389671361502348,0.01098901098901099,0.8246575342465754,0.0,650
0.3615023474178404,0.005494505494505494,0.09863013698630137,0.0,450
0.023474178403755867,0.01098901098901099,0.06027397260273973,0.0,435
0.004694835680751174,0.005494505494505494,0.673972602739726,0.0,388
0.056338028169014086,0.013736263736263736,0.0,0.0,370
0.004694835680751174,0.005494505494505494,0.0,0.0,450
0.1267605633802817,0.008241758241758242,0.0027397260273972603,0.0,425
0.3615023474178404,0.0,0.9452054794520548,0.0,750
0.009389671361502348,0.005494505494505494,0.8273972602739726,0.006134969325153375,450
0.03286384976525822,0.005494505494505494,0.0,0.0,499
0.03755868544600939,0.0,0.3315068493150685,0.0,450
0.3615023474178404,0.07967032967032968,0.8794520547945206,0.7085889570552147,426
0.0892018779342723,0.01098901098901099,0.0,0.0,395
0.03755868544600939,0.0027472527472527475,0.5698630136986301,0.0,375
0.16901408450704225,0.0,0.10684931506849316,0.0,599
0.014084507042253521,0.008241758241758242,0.7178082191780822,0.006134969325153375,425
0.004694835680751174,0.0027472527472527475,0.8767123287671232,0.0,489
0.12206572769953052,0.0,0.0,0.0,1500
0.051643192488262914,0.013736263736263736,0.0,0.0,400
0.20187793427230047,0.0027472527472527475,0.663013698630137,1.0,470
0.03755868544600939,0.0027472527472527475,0.736986301369863,0.0,545
0.20187793427230047,0.0027472527472527475,0.7178082191780822,1.0,520
0.1643192488262911,0.041208791208791215,1.0,0.012269938650306749,414
0.3615023474178404,0.07967032967032968,0.936986301369863,0.0,1250
0.13145539906103287,0.008241758241758242,0.0,0.0,465
0.051643192488262914,0.005494505494505494,0.9424657534246575,0.0,850
0.051643192488262914,0.01098901098901099,0.0,0.0,400
0.20187793427230047,0.0027472527472527475,0.7561643835616438,1.0,376
0.2347417840375587,0.01098901098901099,0.9178082191780822,0.0,650
0.014084507042253521,0.01098901098901099,0.03561643835616438,0.0,400
0.004694835680751174,0.07967032967032968,0.9452054794520548,0.3680981595092025,369
0.056338028169014086,0.005494505494505494,0.9671232876712329,0.0,500
0.014084507042253521,0.0,0.9945205479452055,0.03067484662576687,438
0.03755868544600939,0.005494505494505494,0.06575342465753425,0.0,380
0.056338028169014086,0.0,0.6273972602739726,0.006134969325153375,585
0.13145539906103287,0.03571428571428572,0.0684931506849315,0.0,400
0.03286384976525822,0.0,0.9232876712328767,0.0,450
0.215962441314554,0.0,0.9506849315068493,0.009202453987730062,485
0.13145539906103287,0.01098901098901099,0.7671232876712328,0.009202453987730062,800
0.20187793427230047,0.0027472527472527475,0.7178082191780822,1.0,472
0.0892018779342723,0.013736263736263736,0.0,0.0,500
0.03755868544600939,0.0,0.0,0.0,2695
0.1784037558685446,0.013736263736263736,0.24383561643835616,0.0,500
0.056338028169014086,0.005494505494505494,0.7232876712328767,0.003067484662576687,380
0.20187793427230047,0.0027472527472527475,0.7342465753424657,1.0,390
0.004694835680751174,0.0027472527472527475,1.0,0.0,699
0.06572769953051644,0.016483516483516484,0.5863013698630137,0.0,500
0.051643192488262914,0.0,0.8794520547945206,0.012269938650306749,999
0.03286384976525822,0.008241758241758242,0.5424657534246575,0.0,487
0.056338028169014086,0.01098901098901099,0.1643835616438356,0.0,450
0.028169014084507043,0.008241758241758242,0.07945205479452055,0.0,399
0.06572769953051644,0.0,0.9726027397260274,0.0,900
0.03286384976525822,0.005494505494505494,0.9643835616438357,0.1411042944785276,500
0.028169014084507043,0.005494505494505494,0.6438356164383562,0.0,399
0.018779342723004695,0.0,0.8904109589041096,0.0,450
0.07511737089201878,0.0,0.9726027397260274,0.0,495
0.20187793427230047,0.0027472527472527475,0.7917808219178082,1.0,396
0.03755868544600939,0.0,0.5150684931506849,0.012269938650306749,374
0.4647887323943662,0.0,0.0,0.0,680
0.03755868544600939,0.01098901098901099,0.12054794520547946,0.0,500
0.24413145539906103,0.0,0.0,0.0,450
0.056338028169014086,0.016483516483516484,0.0547945205479452,0.0,550
0.17370892018779344,0.0,0.4383561643835616,0.009202453987730062,460
0.3615023474178404,0.0027472527472527475,1.0,0.0,1500
0.004694835680751174,0.0,0.9315068493150686,0.03987730061349693,425
0.15023474178403756,0.01098901098901099,0.4547945205479452,0.0,647
0.028169014084507043,0.005494505494505494,0.0,0.0,475
0.004694835680751174,0.0,0.989041095890411,0.0,500
0.009389671361502348,0.005494505494505494,0.2273972602739726,0.0,600
0.03755868544600939,0.0,0.0,0.0,400
0.018779342723004695,0.005494505494505494,0.6821917808219178,0.015337423312883437,750
0.20187793427230047,0.0027472527472527475,0.6493150684931507,1.0,470
0.0,0.016483516483516484,0.08493150684931507,0.0,499
0.03286384976525822,0.0,0.9534246575342465,0.08895705521472393,999
0.4225352112676056,0.0,0.1506849315068493,0.0,800
0.1267605633802817,0.0,0.473972602739726,0.0,459
0.07981220657276995,0.016483516483516484,0.0,0.0,400
0.004694835680751174,0.005494505494505494,1.0,0.03374233128834356,599
0.07042253521126761,0.008241758241758242,0.1780821917808219,0.024539877300613498,399
0.24882629107981222,0.0027472527472527475,0.8164383561643835,0.0,575
0.2347417840375587,0.016483516483516484,0.0,0.0,2000
0.03755868544600939,0.0027472527472527475,0.0273972602739726,0.0,419
0.107981220657277,0.0,1.0,0.0,2000
0.03286384976525822,0.0,1.0,0.0,1000
0.107981220657277,0.0,0.7013698630136986,0.0,692
0.20187793427230047,0.0027472527472527475,0.8054794520547945,0.0,420
0.13615023474178403,0.005494505494505494,0.9013698630136986,0.0,449
0.03286384976525822,0.013736263736263736,0.2876712328767123,0.0,399
0.0892018779342723,0.0,0.26575342465753427,0.012269938650306749,369
0.03286384976525822,0.0027472527472527475,0.6465753424657534,0.0,499
0.06103286384976526,0.005494505494505494,0.7068493150684931,0.0,450
0.12206572769953052,0.005494505494505494,0.1506849315068493,0.0,499
0.004694835680751174,0.0027472527472527475,0.38904109589041097,0.0,465
0.03755868544600939,0.005494505494505494,0.13972602739726028,0.0,1200
0.004694835680751174,0.07417582417582418,0.6904109589041096,0.14723926380368096,714
0.004694835680751174,0.01098901098901099,0.31232876712328766,0.0,500
0.051643192488262914,0.07967032967032968,0.0,0.0,1599
0.004694835680751174,0.0027472527472527475,0.005479452054794521,0.003067484662576687,600
0.1267605633802817,0.005494505494505494,1.0,0.0,799
0.3615023474178404,0.07967032967032968,0.7671232876712328,0.3680981595092025,894
0.4694835680751174,0.0027472527472527475,0.9917808219178083,0.006134969325153375,600
0.06572769953051644,0.005494505494505494,0.0,0.003067484662576687,435
0.056338028169014086,0.01098901098901099,0.4876712328767123,0.003067484662576687,750
0.0892018779342723,0.0,0.36712328767123287,0.0,375
0.03286384976525822,0.0027472527472527475,0.7780821917808219,0.0,399
0.09389671361502347,0.0,0.1726027397260274,0.009202453987730062,480
